"sync_id","sync_desc","dbcon_alias","sync_time_template","sync_time_lang","update_user","update_time"
cA9IcIbSQ6yynbM2BF-B8Q,YYJ 鞋,SYNC_YYJ_SHOE,1704704724766,1703725182244,20121100001451,1702617521931
"4A7pSSCvQKik1UznZgUKWg",平政鞋,SYNC_PYV_SHOE,1704704727097,1703725197107,20121100001451,1702617521931
"9S-NFYvYSF67gllnGKVFog",平政化,SYNC_PYV_SOLE,1705020686118,1703725229708,20121100001451,1702617521931
AI6WTfXeRyGocD0zZHl7ug,YYJ 化,SYNC_YYJ_SOLE,1705038331315,1703725214662,20121100001451,1702617521931
