"auth_id","user_id","entre_id","fact_id","enable"
UID035E001_12150,UID035,E001_1,HnYkFQt4R4O2Z8vhXu_89g,Y
UID036E001_42151,UID036,E001_4,R0gPBhnSQ5aknFY32qqbTQ,Y
UID036E001_32151,UID036,E001_3,R0gPBhnSQ5aknFY32qqbTQ,Y
UID036E001_22151,UID036,E001_2,R0gPBhnSQ5aknFY32qqbTQ,Y
UID036E001_12151,UID036,E001_1,R0gPBhnSQ5aknFY32qqbTQ,Y
UID036E001_42150,UID036,E001_4,HnYkFQt4R4O2Z8vhXu_89g,Y
UID036E001_32150,UID036,E001_3,HnYkFQt4R4O2Z8vhXu_89g,Y
UID036E001_22150,UID036,E001_2,HnYkFQt4R4O2Z8vhXu_89g,Y
UID036E001_12150,UID036,E001_1,HnYkFQt4R4O2Z8vhXu_89g,Y
UID037E001_42151,UID037,E001_4,R0gPBhnSQ5aknFY32qqbTQ,Y
UID037E001_32151,UID037,E001_3,R0gPBhnSQ5aknFY32qqbTQ,Y
UID037E001_22151,UID037,E001_2,R0gPBhnSQ5aknFY32qqbTQ,Y
UID037E001_12151,UID037,E001_1,R0gPBhnSQ5aknFY32qqbTQ,Y
UID037E001_42150,UID037,E001_4,HnYkFQt4R4O2Z8vhXu_89g,Y
UID037E001_32150,UID037,E001_3,HnYkFQt4R4O2Z8vhXu_89g,Y
UID037E001_22150,UID037,E001_2,HnYkFQt4R4O2Z8vhXu_89g,Y
UID037E001_12150,UID037,E001_1,HnYkFQt4R4O2Z8vhXu_89g,Y
UID000E0012151,UID000,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID000E0015080,UID000,E001,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID000E0016030,UID000,E001,"97wdRZ89Q3ypSOwfEah9lA",Y
UID000E0012150,UID000,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID000E0015000,UID000,E001,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID000E0012070,UID000,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID034E0012151,UID034,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID034E0012150,UID034,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID035E0012151,UID035,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID035E0012150,UID035,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID036E0012151,UID036,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID036E0012150,UID036,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID037E0012151,UID037,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID037E0012150,UID037,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID019E001_12070,UID019,E001_1,wMusebC4R4i3HKNLOrHtbA,Y
UID019E001_22070,UID019,E001_2,wMusebC4R4i3HKNLOrHtbA,Y
UID019E001_32070,UID019,E001_3,wMusebC4R4i3HKNLOrHtbA,Y
UID019E001_42070,UID019,E001_4,wMusebC4R4i3HKNLOrHtbA,Y
UID019E0015010,UID019,E001,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID019E0012151,UID019,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID019E0015080,UID019,E001,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID019E0016030,UID019,E001,"97wdRZ89Q3ypSOwfEah9lA",Y
UID019E0012150,UID019,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID019E0015000,UID019,E001,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID019E0012070,UID019,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID013E0015010,UID013,E001,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID013E001_15010,UID013,E001_1,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID013E001_25010,UID013,E001_2,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID013E001_35010,UID013,E001_3,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID013E001_45010,UID013,E001_4,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID013E001_15080,UID013,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID013E001_25080,UID013,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID013E001_35080,UID013,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID013E001_45080,UID013,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID013E001_12150,UID013,E001_1,HnYkFQt4R4O2Z8vhXu_89g,Y
UID013E001_22150,UID013,E001_2,HnYkFQt4R4O2Z8vhXu_89g,Y
UID013E001_32150,UID013,E001_3,HnYkFQt4R4O2Z8vhXu_89g,Y
UID013E001_42150,UID013,E001_4,HnYkFQt4R4O2Z8vhXu_89g,Y
UID013E001_12151,UID013,E001_1,R0gPBhnSQ5aknFY32qqbTQ,Y
UID013E001_22151,UID013,E001_2,R0gPBhnSQ5aknFY32qqbTQ,Y
UID013E001_32151,UID013,E001_3,R0gPBhnSQ5aknFY32qqbTQ,Y
UID013E001_42151,UID013,E001_4,R0gPBhnSQ5aknFY32qqbTQ,Y
UID013E001_15000,UID013,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID013E001_25000,UID013,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID013E001_35000,UID013,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID013E001_45000,UID013,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID013E001_16030,UID013,E001_1,"97wdRZ89Q3ypSOwfEah9lA",Y
UID013E001_26030,UID013,E001_2,"97wdRZ89Q3ypSOwfEah9lA",Y
UID013E001_36030,UID013,E001_3,"97wdRZ89Q3ypSOwfEah9lA",Y
UID013E001_46030,UID013,E001_4,"97wdRZ89Q3ypSOwfEah9lA",Y
UID013E001_12070,UID013,E001_1,wMusebC4R4i3HKNLOrHtbA,Y
UID013E001_22070,UID013,E001_2,wMusebC4R4i3HKNLOrHtbA,Y
UID013E001_32070,UID013,E001_3,wMusebC4R4i3HKNLOrHtbA,Y
UID013E001_42070,UID013,E001_4,wMusebC4R4i3HKNLOrHtbA,Y
UID013E0012151,UID013,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID013E0015080,UID013,E001,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID013E0016030,UID013,E001,"97wdRZ89Q3ypSOwfEah9lA",Y
UID013E0012150,UID013,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
UID013E0015000,UID013,E001,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID013E0012070,UID013,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID004E001_15010,UID004,E001_1,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID004E001_25010,UID004,E001_2,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID004E001_35010,UID004,E001_3,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID004E001_45010,UID004,E001_4,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID004E001_15080,UID004,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID004E001_15000,UID004,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,N
UID004E001_25000,UID004,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,N
UID004E001_25080,UID004,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID004E001_35000,UID004,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,N
UID004E001_35080,UID004,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID004E001_45080,UID004,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID004E001_45000,UID004,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,N
UID011E001_15000,UID011,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID011E001_25000,UID011,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID011E001_35000,UID011,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID011E001_45000,UID011,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID008E001_15080,UID008,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID008E001_25080,UID008,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID008E001_35080,UID008,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID008E001_45080,UID008,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID007E001_15080,UID007,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID007E001_25080,UID007,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID007E001_35080,UID007,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID007E001_45080,UID007,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID009E001_15080,UID009,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID009E001_25080,UID009,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID009E001_35080,UID009,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID009E001_45080,UID009,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID009E0015080,UID009,E001,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID010E001_15000,UID010,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID010E001_25000,UID010,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID010E001_35000,UID010,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID010E001_45000,UID010,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID010E0015000,UID010,E001,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID012E001_15000,UID012,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID012E001_25000,UID012,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID012E001_35000,UID012,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID012E001_45000,UID012,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID012E0015000,UID012,E001,EXcOKT3aRE2rAYwD5Q7Zs,Y
UID003E0015000,UID003,E001,EXcOKT3aRE2rAYwD5Q7Zs,N
UID003E0015080,UID003,E001,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID003E0015010,UID003,E001,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID003E001_15010,UID003,E001_1,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID003E001_25010,UID003,E001_2,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID003E001_35010,UID003,E001_3,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID003E001_45010,UID003,E001_4,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID003E001_15080,UID003,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID003E001_15000,UID003,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,N
UID003E001_25000,UID003,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,N
UID003E001_25080,UID003,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID003E001_35000,UID003,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,N
UID003E001_35080,UID003,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID003E001_45080,UID003,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID003E001_45000,UID003,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,N
UID005E0015000,UID005,E001,EXcOKT3aRE2rAYwD5Q7Zs,N
UID005E0015080,UID005,E001,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID005E0015010,UID005,E001,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID005E001_15010,UID005,E001_1,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID005E001_25010,UID005,E001_2,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID005E001_35010,UID005,E001_3,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID005E001_45010,UID005,E001_4,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID005E001_15080,UID005,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID005E001_15000,UID005,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,N
UID005E001_25000,UID005,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,N
UID005E001_25080,UID005,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID005E001_35000,UID005,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,N
UID005E001_35080,UID005,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID005E001_45080,UID005,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID005E001_45000,UID005,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,N
UID006E0015000,UID006,E001,EXcOKT3aRE2rAYwD5Q7Zs,N
UID006E0015080,UID006,E001,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID006E0015010,UID006,E001,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID006E001_15010,UID006,E001_1,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID006E001_25010,UID006,E001_2,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID006E001_35010,UID006,E001_3,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID006E001_45010,UID006,E001_4,UXsOKT3tRE2HHAYBD5H7Lg,Y
UID006E001_15080,UID006,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID006E001_15000,UID006,E001_1,EXcOKT3aRE2rAYwD5Q7Zs,N
UID006E001_25000,UID006,E001_2,EXcOKT3aRE2rAYwD5Q7Zs,N
UID006E001_25080,UID006,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID006E001_35000,UID006,E001_3,EXcOKT3aRE2rAYwD5Q7Zs,N
UID006E001_35080,UID006,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID006E001_45080,UID006,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,N
UID006E001_45000,UID006,E001_4,EXcOKT3aRE2rAYwD5Q7Zs,N
UID037E0015080,UID037,E001,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID037E001_15080,UID037,E001_1,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID037E001_25080,UID037,E001_2,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID037E001_35080,UID037,E001_3,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID037E001_45080,UID037,E001_4,ZENtQ6O_QPGtXkL0Qpz9wA,Y
UID038E001_12070,UID038,E001_1,wMusebC4R4i3HKNLOrHtbA,Y
UID038E001_22070,UID038,E001_2,wMusebC4R4i3HKNLOrHtbA,Y
UID038E001_32070,UID038,E001_3,wMusebC4R4i3HKNLOrHtbA,Y
UID038E001_42070,UID038,E001_4,wMusebC4R4i3HKNLOrHtbA,Y
UID038E0012070,UID038,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID039E001_12070,UID039,E001_1,wMusebC4R4i3HKNLOrHtbA,Y
UID039E001_22070,UID039,E001_2,wMusebC4R4i3HKNLOrHtbA,Y
UID039E001_32070,UID039,E001_3,wMusebC4R4i3HKNLOrHtbA,Y
UID039E001_42070,UID039,E001_4,wMusebC4R4i3HKNLOrHtbA,Y
UID039E0012070,UID039,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID040E001_12070,UID040,E001_1,wMusebC4R4i3HKNLOrHtbA,Y
UID040E001_22070,UID040,E001_2,wMusebC4R4i3HKNLOrHtbA,Y
UID040E001_32070,UID040,E001_3,wMusebC4R4i3HKNLOrHtbA,Y
UID040E001_42070,UID040,E001_4,wMusebC4R4i3HKNLOrHtbA,Y
UID040E0012070,UID040,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID041E001_12070,UID041,E001_1,wMusebC4R4i3HKNLOrHtbA,Y
UID041E001_22070,UID041,E001_2,wMusebC4R4i3HKNLOrHtbA,Y
UID041E001_32070,UID041,E001_3,wMusebC4R4i3HKNLOrHtbA,Y
UID041E001_42070,UID041,E001_4,wMusebC4R4i3HKNLOrHtbA,Y
UID041E0012070,UID041,E001,wMusebC4R4i3HKNLOrHtbA,Y
UID042E001_12150,UID042,E001_1,HnYkFQt4R4O2Z8vhXu_89g,Y
UID042E001_22150,UID042,E001_2,HnYkFQt4R4O2Z8vhXu_89g,Y
UID042E001_32150,UID042,E001_3,HnYkFQt4R4O2Z8vhXu_89g,Y
UID042E001_42150,UID042,E001_4,HnYkFQt4R4O2Z8vhXu_89g,Y
UID042E001_12151,UID042,E001_1,R0gPBhnSQ5aknFY32qqbTQ,Y
UID042E001_22151,UID042,E001_2,R0gPBhnSQ5aknFY32qqbTQ,Y
UID042E001_32151,UID042,E001_3,R0gPBhnSQ5aknFY32qqbTQ,Y
UID042E001_42151,UID042,E001_4,R0gPBhnSQ5aknFY32qqbTQ,Y
UID042E0012151,UID042,E001,R0gPBhnSQ5aknFY32qqbTQ,Y
UID042E0012150,UID042,E001,HnYkFQt4R4O2Z8vhXu_89g,Y
